# Global five-letter proquint reservations for TODO, TE, DR, and DI identifiers.
# tools/mint-handle appends a handle before returning it, making allocation collision-safe.
farun	2026-08-08T04:24:56Z
faruv	2026-08-08T04:24:56Z
fativ	2026-08-08T04:24:56Z
favok	2026-08-08T04:24:56Z
favuk	2026-08-08T04:24:56Z
favun	2026-08-08T04:24:56Z
figar	2026-08-08T04:24:56Z
fohif	2026-08-08T04:24:56Z
foluk	2026-08-08T04:24:56Z
fonuv	2026-08-08T04:24:56Z
fotav	2026-08-08T04:24:56Z
fubok	2026-08-08T04:24:56Z
fudab	2026-08-08T04:24:56Z
fudok	2026-08-08T04:24:56Z
fulok	2026-08-08T04:24:56Z
furav	2026-08-08T04:24:56Z
fusok	2026-08-08T04:24:56Z
gabor	2026-08-08T04:24:56Z
gafit	2026-08-08T04:24:56Z
gavuk	2026-08-08T04:24:56Z
gitam	2026-08-08T04:24:56Z
givot	2026-08-08T04:24:56Z
gofub	2026-08-08T04:24:56Z
gosaf	2026-08-08T04:24:56Z
guzab	2026-08-08T04:24:56Z
holoz	2026-08-08T04:24:56Z
honus	2026-08-08T04:24:56Z
hozom	2026-08-08T04:24:56Z
hubar	2026-08-08T04:24:56Z
husut	2026-08-08T04:24:56Z
huvok	2026-08-08T04:24:56Z
jabup	2026-08-08T04:24:56Z
javik	2026-08-08T04:24:56Z
jilin	2026-08-08T04:24:56Z
jofoj	2026-08-08T04:24:56Z
josav	2026-08-08T04:24:56Z
jubav	2026-08-08T04:24:56Z
julos	2026-08-08T04:24:56Z
kasud	2026-08-08T04:24:56Z
kavuk	2026-08-08T04:24:56Z
kavup	2026-08-08T04:24:56Z
kotip	2026-08-08T04:24:56Z
kovup	2026-08-08T04:24:56Z
kozod	2026-08-08T04:24:56Z
kubiv	2026-08-08T04:24:56Z
lafiz	2026-08-08T04:24:56Z
lafor	2026-08-08T04:24:56Z
lanis	2026-08-08T04:24:56Z
larok	2026-08-08T04:24:56Z
latik	2026-08-08T04:24:56Z
lavik	2026-08-08T04:24:56Z
lavok	2026-08-08T04:24:56Z
lavom	2026-08-08T04:24:56Z
lavup	2026-08-08T04:24:56Z
lavur	2026-08-08T04:24:56Z
lavuz	2026-08-08T04:24:56Z
lihit	2026-08-08T04:24:56Z
lisut	2026-08-08T04:24:56Z
lodug	2026-08-08T04:24:56Z
lomuk	2026-08-08T04:24:56Z
lonuk	2026-08-08T04:24:56Z
lorav	2026-08-08T04:24:56Z
lorim	2026-08-08T04:24:56Z
loruk	2026-08-08T04:24:56Z
lorup	2026-08-08T04:24:56Z
lubav	2026-08-08T04:24:56Z
lunav	2026-08-08T04:24:56Z
lunok	2026-08-08T04:24:56Z
lupav	2026-08-08T04:24:56Z
lupok	2026-08-08T04:24:56Z
lurak	2026-08-08T04:24:56Z
lurav	2026-08-08T04:24:56Z
lurog	2026-08-08T04:24:56Z
lusab	2026-08-08T04:24:56Z
lusov	2026-08-08T04:24:56Z
lutav	2026-08-08T04:24:56Z
luzaf	2026-08-08T04:24:56Z
luzig	2026-08-08T04:24:56Z
luzom	2026-08-08T04:24:56Z
masad	2026-08-08T04:24:56Z
matub	2026-08-08T04:24:56Z
mibor	2026-08-08T04:24:56Z
mifot	2026-08-08T04:24:56Z
mifud	2026-08-08T04:24:56Z
mitav	2026-08-08T04:24:56Z
mitob	2026-08-08T04:24:56Z
mivor	2026-08-08T04:24:56Z
monuv	2026-08-08T04:24:56Z
mopak	2026-08-08T04:24:56Z
morav	2026-08-08T04:24:56Z
movab	2026-08-08T04:24:56Z
movar	2026-08-08T04:24:56Z
movik	2026-08-08T04:24:56Z
mudak	2026-08-08T04:24:56Z
musav	2026-08-08T04:24:56Z
muvok	2026-08-08T04:24:56Z
nadok	2026-08-08T04:24:56Z
nalor	2026-08-08T04:24:56Z
naruv	2026-08-08T04:24:56Z
navos	2026-08-08T04:24:56Z
navud	2026-08-08T04:24:56Z
ninuf	2026-08-08T04:24:56Z
nivor	2026-08-08T04:24:56Z
nobav	2026-08-08T04:24:56Z
nolav	2026-08-08T04:24:56Z
nonad	2026-08-08T04:24:56Z
norov	2026-08-08T04:24:56Z
noruk	2026-08-08T04:24:56Z
noruv	2026-08-08T04:24:56Z
novuk	2026-08-08T04:24:56Z
nubor	2026-08-08T04:24:56Z
nulav	2026-08-08T04:24:56Z
nunit	2026-08-08T04:24:56Z
nupad	2026-08-08T04:24:56Z
nuvaz	2026-08-08T04:24:56Z
nuvif	2026-08-08T04:24:56Z
nuvok	2026-08-08T04:24:56Z
nuvop	2026-08-08T04:24:56Z
pabut	2026-08-08T04:24:56Z
pafob	2026-08-08T04:24:56Z
pafur	2026-08-08T04:24:56Z
pagud	2026-08-08T04:24:56Z
pamov	2026-08-08T04:24:56Z
pamuk	2026-08-08T04:24:56Z
pavok	2026-08-08T04:24:56Z
pavuk	2026-08-08T04:24:56Z
pavur	2026-08-08T04:24:56Z
pazud	2026-08-08T04:24:56Z
pivok	2026-08-08T04:24:56Z
pivul	2026-08-08T04:24:56Z
pobud	2026-08-08T04:24:56Z
pogul	2026-08-08T04:24:56Z
pojul	2026-08-08T04:24:56Z
ponur	2026-08-08T04:24:56Z
povak	2026-08-08T04:24:56Z
povip	2026-08-08T04:24:56Z
povuz	2026-08-08T04:24:56Z
pudor	2026-08-08T04:24:56Z
pukur	2026-08-08T04:24:56Z
puvok	2026-08-08T04:24:56Z
rabod	2026-08-08T04:24:56Z
rabok	2026-08-08T04:24:56Z
radok	2026-08-08T04:24:56Z
rafud	2026-08-08T04:24:56Z
ragiv	2026-08-08T04:24:56Z
ragup	2026-08-08T04:24:56Z
rakuv	2026-08-08T04:24:56Z
ralov	2026-08-08T04:24:56Z
ramut	2026-08-08T04:24:56Z
ramuv	2026-08-08T04:24:56Z
ranor	2026-08-08T04:24:56Z
ranov	2026-08-08T04:24:56Z
rasok	2026-08-08T04:24:56Z
rasuv	2026-08-08T04:24:56Z
ravip	2026-08-08T04:24:56Z
ravok	2026-08-08T04:24:56Z
ravot	2026-08-08T04:24:56Z
ravud	2026-08-08T04:24:56Z
ravuk	2026-08-08T04:24:56Z
ravum	2026-08-08T04:24:56Z
ravup	2026-08-08T04:24:56Z
razim	2026-08-08T04:24:56Z
ribaf	2026-08-08T04:24:56Z
ribof	2026-08-08T04:24:56Z
rivuk	2026-08-08T04:24:56Z
rokod	2026-08-08T04:24:56Z
rokol	2026-08-08T04:24:56Z
ronav	2026-08-08T04:24:56Z
ronut	2026-08-08T04:24:56Z
rovak	2026-08-08T04:24:56Z
rovik	2026-08-08T04:24:56Z
rovud	2026-08-08T04:24:56Z
rovum	2026-08-08T04:24:56Z
rovuz	2026-08-08T04:24:56Z
rozaf	2026-08-08T04:24:56Z
rubav	2026-08-08T04:24:56Z
rukav	2026-08-08T04:24:56Z
rumav	2026-08-08T04:24:56Z
rusav	2026-08-08T04:24:56Z
rusok	2026-08-08T04:24:56Z
rusom	2026-08-08T04:24:56Z
rutav	2026-08-08T04:24:56Z
rutom	2026-08-08T04:24:56Z
ruvot	2026-08-08T04:24:56Z
ruzok	2026-08-08T04:24:56Z
sabol	2026-08-08T04:24:56Z
safor	2026-08-08T04:24:56Z
safuk	2026-08-08T04:24:56Z
salov	2026-08-08T04:24:56Z
salup	2026-08-08T04:24:56Z
samuv	2026-08-08T04:24:56Z
sanup	2026-08-08T04:24:56Z
sarib	2026-08-08T04:24:56Z
satuf	2026-08-08T04:24:56Z
savok	2026-08-08T04:24:56Z
savuk	2026-08-08T04:24:56Z
sibok	2026-08-08T04:24:56Z
sivok	2026-08-08T04:24:56Z
sivuk	2026-08-08T04:24:56Z
solaj	2026-08-08T04:24:56Z
sorav	2026-08-08T04:24:56Z
sorik	2026-08-08T04:24:56Z
sovak	2026-08-08T04:24:56Z
sovuk	2026-08-08T04:24:56Z
sudik	2026-08-08T04:24:56Z
sudur	2026-08-08T04:24:56Z
sukip	2026-08-08T04:24:56Z
sulod	2026-08-08T04:24:56Z
sulok	2026-08-08T04:24:56Z
sulor	2026-08-08T04:24:56Z
suvik	2026-08-08T04:24:56Z
suvor	2026-08-08T04:24:56Z
tabiv	2026-08-08T04:24:56Z
takav	2026-08-08T04:24:56Z
talat	2026-08-08T04:24:56Z
talih	2026-08-08T04:24:56Z
talik	2026-08-08T04:24:56Z
talub	2026-08-08T04:24:56Z
tamuk	2026-08-08T04:24:56Z
tarok	2026-08-08T04:24:56Z
taruv	2026-08-08T04:24:56Z
tasov	2026-08-08T04:24:56Z
tasuk	2026-08-08T04:24:56Z
tavob	2026-08-08T04:24:56Z
tavok	2026-08-08T04:24:56Z
tavul	2026-08-08T04:24:56Z
tavur	2026-08-08T04:24:56Z
tazum	2026-08-08T04:24:56Z
tilav	2026-08-08T04:24:56Z
timab	2026-08-08T04:24:56Z
timav	2026-08-08T04:24:56Z
tipav	2026-08-08T04:24:56Z
tisuk	2026-08-08T04:24:56Z
tivok	2026-08-08T04:24:56Z
tivor	2026-08-08T04:24:56Z
tizaf	2026-08-08T04:24:56Z
tofug	2026-08-08T04:24:56Z
tolav	2026-08-08T04:24:56Z
torak	2026-08-08T04:24:56Z
toruv	2026-08-08T04:24:56Z
tuhus	2026-08-08T04:24:56Z
tusav	2026-08-08T04:24:56Z
tuzok	2026-08-08T04:24:56Z
vabok	2026-08-08T04:24:56Z
vabop	2026-08-08T04:24:56Z
vafor	2026-08-08T04:24:56Z
vafuk	2026-08-08T04:24:56Z
vakod	2026-08-08T04:24:56Z
valop	2026-08-08T04:24:56Z
vamok	2026-08-08T04:24:56Z
vamor	2026-08-08T04:24:56Z
vasul	2026-08-08T04:24:56Z
vatik	2026-08-08T04:24:56Z
vatub	2026-08-08T04:24:56Z
vatuk	2026-08-08T04:24:56Z
vazut	2026-08-08T04:24:56Z
vipat	2026-08-08T04:24:56Z
vogar	2026-08-08T04:24:56Z
vonol	2026-08-08T04:24:56Z
vopuk	2026-08-08T04:24:56Z
vorag	2026-08-08T04:24:56Z
vorud	2026-08-08T04:24:56Z
voruk	2026-08-08T04:24:56Z
vosul	2026-08-08T04:24:56Z
vubih	2026-08-08T04:24:56Z
vunok	2026-08-08T04:24:56Z
vupok	2026-08-08T04:24:56Z
vurab	2026-08-08T04:24:56Z
vurad	2026-08-08T04:24:56Z
vurak	2026-08-08T04:24:56Z
vuram	2026-08-08T04:24:56Z
vusab	2026-08-08T04:24:56Z
vusor	2026-08-08T04:24:56Z
zafot	2026-08-08T04:24:56Z
zafuk	2026-08-08T04:24:56Z
zalor	2026-08-08T04:24:56Z
zamuk	2026-08-08T04:24:56Z
zanub	2026-08-08T04:24:56Z
zaruv	2026-08-08T04:24:56Z
zavok	2026-08-08T04:24:56Z
zavuk	2026-08-08T04:24:56Z
zidor	2026-08-08T04:24:56Z
zikob	2026-08-08T04:24:56Z
zogof	2026-08-08T04:24:56Z
zorav	2026-08-08T04:24:56Z
zorik	2026-08-08T04:24:56Z
zorud	2026-08-08T04:24:56Z
zoruk	2026-08-08T04:24:56Z
zosuf	2026-08-08T04:24:56Z
zovam	2026-08-08T04:24:56Z
zovuk	2026-08-08T04:24:56Z
zumog	2026-08-08T04:24:56Z
zumok	2026-08-08T04:24:56Z
zumor	2026-08-08T04:24:56Z
zunav	2026-08-08T04:24:56Z
zuvob	2026-08-08T04:24:56Z
zuvom	2026-08-08T04:24:56Z
zuvor	2026-08-08T04:24:56Z
kuzan	2026-08-08T04:35:37Z
hidiz	2026-08-08T04:35:37Z
rugum	2026-08-08T04:42:11Z
jutok	2026-08-08T04:42:11Z
folip	2026-08-08T04:56:47Z
vajol	2026-08-08T04:56:47Z
rupit	2026-08-08T05:09:45Z
nuvom	2026-08-08T05:24:19Z
kojab	2026-08-08T05:34:58Z
komaz	2026-08-08T05:40:35Z
butam	2026-08-08T05:42:57Z
zolil	2026-08-08T05:48:30Z
mituf	2026-08-08T06:02:23Z
nuvib	2026-08-08T06:02:23Z
surob	2026-08-08T06:02:23Z
niliv	2026-08-08T17:31:22Z
bidam	2026-08-08T17:39:55Z
guraj	2026-08-08T17:42:32Z
maluz	2026-08-08T17:58:33Z
ronos	2026-08-08T18:03:43Z
luval	2026-08-08T18:03:43Z
giriz	2026-08-08T18:08:43Z
hogid	2026-08-08T18:09:22Z
visop	2026-08-08T18:15:50Z
nosij	2026-08-08T18:16:27Z
nufav	2026-08-08T18:16:27Z
nufip	2026-08-08T18:24:25Z
sakis	2026-08-08T18:26:02Z
hiboj	2026-08-08T18:26:02Z
zituk	2026-08-08T19:25:38Z
vuzar	2026-08-08T19:26:54Z
damod	2026-08-08T19:26:55Z
faviz	2026-08-10T15:37:18Z
garis	2026-08-10T15:38:56Z
birut	2026-08-10T15:41:15Z
josir	2026-08-10T15:42:04Z
golig	2026-08-10T15:42:54Z
vihoz	2026-08-10T15:44:23Z
riguz	2026-08-10T15:46:04Z
purum	2026-08-10T15:47:24Z
vibab	2026-08-10T15:49:59Z
zosiz	2026-08-10T15:50:28Z
pokis	2026-08-10T15:54:44Z
potoj	2026-08-10T16:06:41Z
tivot	2026-08-10T16:38:50Z
motiv	2026-08-10T16:41:27Z
vodik	2026-08-10T16:47:31Z
sojot	2026-08-10T16:53:03Z
busiz	2026-08-10T16:53:03Z
barap	2026-08-10T16:56:07Z
ralit	2026-08-10T16:58:56Z
bulaj	2026-08-10T17:05:00Z
todav	2026-08-10T17:07:28Z
lorud	2026-08-10T17:25:52Z
tazoh	2026-08-10T17:30:37Z
nilas	2026-08-10T17:35:49Z
vikid	2026-08-10T17:50:19Z
guros	2026-08-10T17:52:31Z
sapih	2026-08-10T18:00:05Z
bubab	2026-08-10T18:06:55Z
mahot	2026-08-10T18:23:00Z
bafar	2026-08-10T18:25:27Z
hovij	2026-08-10T18:39:43Z
figak	2026-08-10T18:43:23Z
fozoz	2026-08-10T18:44:06Z
hujos	2026-08-10T18:50:57Z
hadil	2026-08-10T19:54:51Z
sozol	2026-08-10T20:02:36Z
pazis	2026-08-10T20:04:17Z
darif	2026-08-10T20:08:20Z
lubij	2026-08-10T20:13:35Z
lozut	2026-08-10T20:22:17Z
nadut	2026-08-10T20:37:50Z
dilav	2026-08-10T20:39:36Z
dohuf	2026-08-10T20:49:33Z
hosit	2026-08-10T20:52:03Z
gotan	2026-08-10T21:05:48Z
tajin	2026-08-10T21:08:08Z
sodoj	2026-08-10T21:27:36Z
pisul	2026-08-10T21:38:29Z
fugos	2026-08-10T21:42:34Z
kakon	2026-08-10T21:45:43Z
gisor	2026-08-10T21:46:24Z
mofol	2026-08-10T21:48:29Z
nibuh	2026-08-10T21:54:33Z
gusot	2026-08-10T22:05:02Z
ninul	2026-08-10T22:08:08Z
nahup	2026-08-10T22:12:33Z
muzal	2026-08-10T22:15:08Z
gonok	2026-08-10T22:19:17Z
tosoj	2026-08-10T22:22:14Z
nusop	2026-08-10T22:31:50Z
tofuf	2026-08-10T22:33:44Z
basok	2026-08-10T22:34:53Z
zubot	2026-08-10T22:39:40Z
jodiz	2026-08-10T23:34:42Z
tigid	2026-08-11T01:09:38Z
motiz	2026-08-11T01:13:14Z
pusip	2026-08-11T01:15:21Z
gugah	2026-08-11T01:17:55Z
mofab	2026-08-11T01:24:44Z
fadog	2026-08-11T01:26:11Z
rutul	2026-08-11T01:35:44Z
kolaf	2026-08-11T02:04:47Z
nujup	2026-08-11T02:04:47Z
bahak	2026-08-11T03:05:43Z
danir	2026-08-11T03:22:55Z
vuduz	2026-08-11T03:24:45Z
fofup	2026-08-11T03:57:37Z
zuvus	2026-08-11T03:59:10Z
lahoz	2026-08-11T03:59:48Z
bilim	2026-08-11T04:01:08Z
sumoh	2026-08-11T04:07:16Z
januk	2026-08-11T04:07:34Z
sofol	2026-08-11T04:09:25Z
tidor	2026-08-11T04:10:36Z
ruhas	2026-08-11T04:11:35Z
pudob	2026-08-11T04:13:04Z
hohaz	2026-08-11T04:15:45Z
ralam	2026-08-11T14:11:01Z
salaf	2026-08-11T14:11:03Z
jitam	2026-08-11T14:12:18Z
jitod	2026-08-11T14:12:19Z
hofor	2026-08-11T14:13:39Z
sidoh	2026-08-11T14:13:39Z
zonal	2026-08-11T15:57:17Z
jusij	2026-08-11T15:57:17Z
solan	2026-08-11T16:15:08Z
juram	2026-08-11T16:56:46Z
damab	2026-08-11T16:59:21Z
malap	2026-08-11T17:22:20Z
bubuz	2026-08-11T17:24:40Z
nohos	2026-08-11T17:24:42Z
fivod	2026-08-11T17:25:57Z
bosur	2026-08-11T17:31:22Z
zadam	2026-08-11T17:31:57Z
simus	2026-08-11T17:34:48Z
nazik	2026-08-11T17:35:31Z
pihav	2026-08-11T17:35:42Z
tafug	2026-08-11T17:40:27Z
zumat	2026-08-11T17:41:36Z
sazir	2026-08-11T17:42:38Z
mumut	2026-08-11T18:18:37Z
lazim	2026-08-11T18:19:29Z
ranib	2026-08-11T18:19:59Z
baliv	2026-08-11T18:19:59Z
bunot	2026-08-11T18:30:32Z
folok	2026-08-11T18:41:09Z
janup	2026-08-11T18:41:11Z
zajop	2026-08-11T18:42:02Z
sinov	2026-08-11T18:42:28Z
giman	2026-08-11T19:01:07Z
rifib	2026-08-11T19:03:08Z
mamop	2026-08-11T20:55:41Z
basun	2026-08-11T20:57:38Z
virub	2026-08-11T20:59:12Z
biban	2026-08-11T21:31:09Z
tohak	2026-08-11T21:35:01Z
gozov	2026-08-11T21:44:37Z
piruf	2026-08-11T21:57:14Z
bilad	2026-08-11T22:03:36Z
likoh	2026-08-11T22:09:59Z
bijad	2026-08-11T22:27:12Z
zodah	2026-08-11T22:28:18Z
zizum	2026-08-11T22:29:10Z
girup	2026-08-11T22:30:11Z
sisad	2026-08-11T22:32:56Z
fuful	2026-08-11T22:34:10Z
kasaz	2026-08-11T22:35:15Z
bovin	2026-08-11T22:45:05Z
botad	2026-08-11T22:45:05Z
hibok	2026-08-11T22:46:53Z
jusur	2026-08-11T23:01:24Z
fuzar	2026-08-11T23:01:24Z
